Make,Colour,Odometer (KM),Doors,Price
Honda,Blue,61828.0,4.0,27787.0
Honda,Blue,173693.0,4.0,11092.0
BMW,White,194157.0,,34856.0
,Black,224479.0,4.0,10456.0
Honda,Blue,232904.0,4.0,7725.0
Nissan,White,196374.0,4.0,7032.0
Toyota,White,48184.0,4.0,15095.0
Nissan,Green,189739.0,4.0,16730.0
Honda,Red,164352.0,4.0,14160.0
Honda,Blue,26616.0,4.0,9521.0
Toyota,White,203804.0,4.0,5273.0
Toyota,White,58054.0,4.0,10180.0
BMW,Blue,63321.0,3.0,39021.0
BMW,Red,33911.0,5.0,
BMW,White,173915.0,5.0,14404.0
Toyota,Black,217253.0,4.0,16603.0
Honda,,,4.0,7076.0
Toyota,Black,140756.0,4.0,26954.0
Nissan,Blue,,4.0,18182.0
Nissan,Blue,124116.0,,5386.0
,Blue,65719.0,4.0,
Nissan,Red,128235.0,4.0,8327.0
Nissan,Red,157169.0,4.0,
Honda,Red,61504.0,4.0,12046.0
Toyota,White,242084.0,4.0,13111.0
Toyota,White,61623.0,4.0,35760.0
Honda,Green,46085.0,4.0,29681.0
Honda,White,67599.0,,10516.0
Toyota,White,59222.0,4.0,32676.0
,White,113250.0,4.0,9675.0
Honda,Black,237861.0,4.0,10374.0
Honda,Blue,136392.0,4.0,12146.0
BMW,White,29534.0,5.0,28414.0
Nissan,Green,190794.0,3.0,17917.0
Honda,,223685.0,4.0,9379.0
Honda,White,85975.0,4.0,27640.0
BMW,White,23996.0,5.0,48239.0
Toyota,Blue,85473.0,4.0,22002.0
Toyota,White,236674.0,4.0,15234.0
Nissan,Blue,193135.0,3.0,13005.0
Honda,,,4.0,28983.0
BMW,Blue,245427.0,5.0,17520.0
Honda,Blue,106494.0,4.0,17858.0
Toyota,White,196840.0,4.0,10646.0
Nissan,White,116279.0,4.0,16179.0
BMW,Blue,,3.0,16391.0
Honda,White,195829.0,4.0,17866.0
Toyota,Blue,239004.0,4.0,8566.0
Honda,Red,238609.0,4.0,5052.0
Toyota,Green,44436.0,4.0,17317.0
Honda,White,224292.0,4.0,6431.0
Nissan,White,43540.0,,9263.0
Honda,Green,37606.0,4.0,13255.0
Nissan,White,215130.0,4.0,11768.0
Toyota,Black,198564.0,4.0,7708.0
Honda,Red,11035.0,4.0,10602.0
Toyota,Red,197616.0,4.0,14089.0
Honda,White,171260.0,4.0,18524.0
Toyota,White,20985.0,4.0,33353.0
Honda,White,246079.0,4.0,10872.0
Nissan,White,133441.0,4.0,21921.0
Toyota,Red,162665.0,4.0,7042.0
Toyota,Blue,44815.0,4.0,8460.0
Toyota,Black,103472.0,,15184.0
Nissan,White,234161.0,4.0,13200.0
Toyota,Blue,222542.0,4.0,8834.0
Honda,Blue,230570.0,,10676.0
Toyota,White,134862.0,4.0,12353.0
Toyota,White,55828.0,4.0,23311.0
Honda,White,61163.0,4.0,18375.0
Honda,Red,108681.0,4.0,10740.0
Nissan,Blue,174825.0,3.0,4863.0
BMW,,203517.0,5.0,26846.0
Toyota,Green,180760.0,4.0,10380.0
Toyota,Blue,52054.0,4.0,10888.0
Toyota,Blue,118308.0,4.0,20237.0
Toyota,White,12141.0,4.0,17556.0
BMW,,,5.0,32887.0
Nissan,Blue,104355.0,4.0,18058.0
Toyota,White,230943.0,4.0,13560.0
Toyota,White,,4.0,
Honda,White,29514.0,4.0,19357.0
Honda,Green,94062.0,4.0,27057.0
Nissan,White,,3.0,23868.0
,Blue,179468.0,4.0,7813.0
Honda,Red,163045.0,4.0,17035.0
Toyota,Blue,165301.0,4.0,10429.0
Toyota,Blue,161572.0,,15088.0
Toyota,Green,151291.0,4.0,6200.0
Toyota,Blue,234051.0,,11616.0
Toyota,Blue,232912.0,4.0,6029.0
BMW,Blue,130817.0,3.0,31392.0
Toyota,Blue,135080.0,4.0,13652.0
Nissan,Blue,197823.0,3.0,17860.0
Toyota,,170466.0,4.0,3974.0
Toyota,White,112292.0,4.0,24834.0
Nissan,Blue,195494.0,4.0,6460.0
Nissan,Blue,111015.0,3.0,7252.0
Honda,Blue,247869.0,4.0,11982.0
Toyota,Black,188514.0,4.0,
Toyota,Green,165225.0,4.0,10841.0
Honda,Black,175075.0,4.0,
Honda,White,187663.0,4.0,13433.0
Toyota,Red,65435.0,4.0,24949.0
Honda,White,80664.0,4.0,20981.0
Toyota,White,119439.0,4.0,17340.0
,Red,97345.0,4.0,6962.0
Honda,,144093.0,4.0,17036.0
,Blue,73926.0,4.0,29635.0
Toyota,White,127161.0,4.0,4871.0
Honda,White,40749.0,4.0,25649.0
Nissan,Blue,192557.0,4.0,6672.0
Toyota,White,117571.0,4.0,23719.0
BMW,White,176864.0,5.0,24938.0
Honda,Blue,191658.0,4.0,17597.0
Toyota,Black,132103.0,,10439.0
Honda,Red,47933.0,4.0,10301.0
Toyota,White,50756.0,4.0,11738.0
Honda,Blue,196835.0,4.0,15623.0
Honda,Blue,106744.0,4.0,16223.0
,Blue,96363.0,4.0,7469.0
Nissan,White,,4.0,3974.0
BMW,Blue,103283.0,3.0,22176.0
Toyota,White,134415.0,,5125.0
Honda,Black,155682.0,,9992.0
Toyota,White,164093.0,4.0,3893.0
Toyota,Blue,119745.0,4.0,23902.0
,Black,13266.0,4.0,14502.0
Honda,White,145850.0,4.0,17876.0
Nissan,White,24420.0,4.0,14198.0
Honda,White,213324.0,4.0,8704.0
Honda,White,34822.0,4.0,14613.0
Toyota,Red,180473.0,4.0,6568.0
,White,133069.0,3.0,5008.0
Honda,White,71283.0,4.0,7497.0
,Blue,23545.0,4.0,13932.0
Honda,,178774.0,4.0,15047.0
Toyota,Blue,112223.0,4.0,4753.0
Toyota,Blue,198570.0,4.0,17284.0
Toyota,White,214493.0,4.0,12434.0
Nissan,White,64362.0,4.0,28993.0
Honda,Blue,104304.0,4.0,23017.0
Nissan,Blue,71527.0,4.0,17961.0
Honda,White,220876.0,4.0,
Nissan,Blue,76412.0,4.0,13492.0
Toyota,Blue,243255.0,4.0,7378.0
,White,103728.0,4.0,7061.0
Honda,White,144088.0,4.0,5838.0
Honda,Blue,196526.0,4.0,6242.0
Honda,,89291.0,4.0,13703.0
Nissan,Blue,18044.0,3.0,14227.0
Nissan,White,88908.0,4.0,22155.0
Honda,White,24358.0,4.0,26675.0
Toyota,White,175955.0,4.0,7598.0
Toyota,White,,4.0,8500.0
Toyota,White,177571.0,4.0,14318.0
Toyota,White,227387.0,4.0,3895.0
Toyota,Blue,,4.0,10834.0
BMW,Blue,85320.0,3.0,16517.0
,Green,83293.0,4.0,19337.0
Toyota,White,210123.0,4.0,11731.0
Toyota,White,193629.0,4.0,12745.0
Toyota,White,,4.0,
BMW,Blue,93792.0,3.0,35264.0
Toyota,Red,157432.0,4.0,8260.0
Honda,Black,226391.0,4.0,15879.0
Honda,Blue,152547.0,4.0,10259.0
Nissan,Blue,10954.0,4.0,30439.0
Toyota,White,83594.0,,13648.0
BMW,Blue,142189.0,3.0,23336.0
Honda,Blue,210446.0,4.0,3594.0
Honda,Blue,172266.0,4.0,18327.0
Toyota,Blue,169449.0,4.0,10855.0
,White,179727.0,4.0,8980.0
Toyota,Blue,244204.0,4.0,6121.0
BMW,Blue,72575.0,5.0,41294.0
BMW,Blue,55789.0,3.0,26677.0
Toyota,,240937.0,4.0,
Toyota,Red,193006.0,4.0,5101.0
Honda,White,10953.0,4.0,16636.0
Honda,White,18933.0,4.0,8014.0
Honda,Blue,37625.0,4.0,6241.0
Nissan,White,176135.0,3.0,17127.0
Honda,Blue,234760.0,4.0,11411.0
,White,128072.0,4.0,18180.0
Toyota,Blue,81864.0,4.0,29293.0
Toyota,White,149466.0,4.0,
Nissan,Black,141109.0,4.0,
Toyota,White,189194.0,4.0,4946.0
Toyota,Blue,42480.0,4.0,19720.0
Toyota,White,146307.0,4.0,13508.0
BMW,Red,131587.0,5.0,15652.0
Toyota,Blue,98890.0,4.0,26926.0
Toyota,Blue,188658.0,4.0,14312.0
Nissan,Blue,45668.0,4.0,13310.0
BMW,Green,162607.0,5.0,14074.0
Toyota,White,149989.0,4.0,5260.0
Honda,Red,169579.0,,8089.0
Toyota,White,36463.0,4.0,16805.0
Honda,,28625.0,4.0,8753.0
BMW,Red,100060.0,5.0,38060.0
Nissan,White,43600.0,4.0,10030.0
Toyota,Blue,52196.0,4.0,11076.0
Toyota,Black,59249.0,4.0,9108.0
Honda,Blue,127589.0,4.0,15610.0
Nissan,Green,90446.0,4.0,13251.0
Nissan,Black,59335.0,4.0,28354.0
Toyota,Blue,71306.0,4.0,23747.0
Honda,Blue,73286.0,4.0,19629.0
Toyota,Black,121160.0,4.0,8380.0
Nissan,White,63355.0,4.0,22989.0
Toyota,Blue,98619.0,4.0,33324.0
Toyota,Blue,200597.0,4.0,13147.0
Honda,White,146703.0,4.0,20642.0
Honda,Blue,133117.0,,10344.0
BMW,Black,192316.0,5.0,25490.0
Honda,Blue,127157.0,4.0,7682.0
,Blue,157782.0,4.0,12592.0
Honda,White,193179.0,,7827.0
Honda,White,134949.0,4.0,17622.0
Toyota,White,216257.0,4.0,17171.0
Honda,Red,111727.0,4.0,10101.0
Toyota,,86480.0,4.0,16319.0
Toyota,,73360.0,4.0,18653.0
Honda,White,164703.0,4.0,12201.0
BMW,White,143651.0,5.0,22597.0
Toyota,Black,58773.0,4.0,20893.0
Toyota,White,72118.0,4.0,16892.0
Honda,White,14700.0,4.0,26973.0
Toyota,White,117637.0,4.0,17256.0
Nissan,,129820.0,,6960.0
Honda,White,18246.0,4.0,21684.0
Toyota,White,,4.0,5094.0
Honda,White,92883.0,4.0,14931.0
Toyota,Green,119394.0,4.0,11773.0
Nissan,Black,178899.0,4.0,5222.0
Toyota,White,172018.0,4.0,10196.0
Toyota,Blue,98971.0,4.0,16226.0
Nissan,,215026.0,4.0,
Honda,,33261.0,4.0,28104.0
Toyota,White,185742.0,4.0,16865.0
Toyota,Blue,119311.0,4.0,26816.0
Nissan,Blue,,4.0,9545.0
Nissan,White,246825.0,3.0,13647.0
Toyota,Black,225991.0,4.0,
Toyota,Red,159925.0,4.0,14028.0
Nissan,White,51004.0,4.0,31633.0
Toyota,White,216076.0,4.0,12152.0
Toyota,White,231683.0,4.0,16001.0
Toyota,Blue,135237.0,4.0,18358.0
Nissan,White,193389.0,4.0,7443.0
Toyota,White,143104.0,4.0,4589.0
BMW,White,146911.0,3.0,17076.0
Toyota,White,199985.0,4.0,21007.0
,White,,4.0,29616.0
Toyota,,114202.0,4.0,22505.0
Toyota,White,66150.0,4.0,25111.0
Honda,Blue,42420.0,,7376.0
Nissan,Blue,111256.0,4.0,10919.0
BMW,Black,181572.0,5.0,25763.0
,White,186752.0,4.0,7882.0
Nissan,Red,209976.0,4.0,4200.0
Honda,Green,81764.0,4.0,29004.0
Nissan,White,82429.0,4.0,8979.0
Honda,Black,221461.0,4.0,10450.0
Honda,White,47712.0,4.0,18029.0
,Blue,166897.0,4.0,10278.0
Toyota,Blue,,4.0,19175.0
Toyota,Black,222813.0,4.0,
Toyota,White,107410.0,4.0,24990.0
Toyota,Blue,14645.0,4.0,21326.0
Toyota,Blue,67120.0,4.0,
Nissan,Red,,4.0,17144.0
Nissan,White,26634.0,4.0,12024.0
Toyota,,118706.0,4.0,20705.0
BMW,Green,209340.0,5.0,29140.0
Nissan,Blue,38233.0,4.0,23483.0
Toyota,Blue,,4.0,13213.0
Nissan,White,152215.0,4.0,16519.0
Honda,Blue,30120.0,4.0,6357.0
Toyota,Red,68125.0,4.0,8105.0
Toyota,Blue,207048.0,4.0,10663.0
Honda,White,126854.0,4.0,12311.0
Honda,Red,236800.0,4.0,
Nissan,Blue,180739.0,4.0,19389.0
Nissan,Red,196130.0,3.0,13707.0
Honda,Green,164493.0,4.0,13866.0
Honda,Blue,207344.0,4.0,4941.0
Nissan,White,228090.0,4.0,16366.0
Toyota,Blue,180156.0,4.0,14086.0
Toyota,White,110362.0,4.0,13560.0
,White,235294.0,,10597.0
,White,43148.0,4.0,29089.0
BMW,Blue,69358.0,5.0,47260.0
Toyota,White,124057.0,4.0,18919.0
Toyota,Blue,126078.0,4.0,14442.0
Nissan,Blue,224410.0,4.0,13244.0
Toyota,Green,221725.0,4.0,6742.0
Honda,Blue,,,22042.0
Toyota,White,35673.0,4.0,35683.0
Honda,White,205597.0,4.0,4239.0
Honda,Blue,76579.0,4.0,20511.0
Nissan,White,137477.0,4.0,
Honda,White,120283.0,4.0,19376.0
Honda,Black,51328.0,4.0,10675.0
Toyota,Black,218253.0,4.0,13176.0
Toyota,Blue,39311.0,4.0,17520.0
Toyota,White,210193.0,4.0,5653.0
Honda,Black,27788.0,4.0,18919.0
,White,175309.0,,
Honda,Black,111097.0,4.0,16072.0
Honda,Red,16079.0,4.0,9954.0
Toyota,Blue,89641.0,4.0,33463.0
BMW,Blue,72663.0,5.0,40032.0
Toyota,Red,86284.0,,22542.0
Honda,White,95481.0,4.0,8687.0
Honda,White,214405.0,4.0,7982.0
Honda,White,52563.0,4.0,26078.0
Honda,White,113704.0,4.0,23280.0
Honda,Blue,73869.0,4.0,27744.0
Honda,White,95579.0,4.0,11135.0
Honda,Black,45152.0,4.0,22825.0
Honda,Green,194035.0,4.0,11648.0
Toyota,Blue,220679.0,4.0,15508.0
Honda,,102032.0,4.0,19036.0
Toyota,Green,58938.0,4.0,6602.0
Toyota,White,,4.0,14021.0
Toyota,Blue,193276.0,4.0,10522.0
Nissan,Blue,189182.0,,18834.0
Toyota,White,197393.0,4.0,20879.0
Honda,White,42844.0,4.0,29145.0
Toyota,White,122266.0,4.0,17664.0
Toyota,Red,240017.0,4.0,13728.0
Toyota,Green,88598.0,4.0,19373.0
Toyota,Blue,216563.0,,7903.0
Honda,Black,123924.0,4.0,21236.0
Toyota,White,185455.0,4.0,16220.0
Nissan,Green,163080.0,4.0,7973.0
,White,53531.0,4.0,7802.0
Honda,Blue,142403.0,4.0,6803.0
Nissan,White,127386.0,4.0,8461.0
Toyota,White,142633.0,4.0,10402.0
Toyota,Blue,215955.0,4.0,7994.0
Nissan,Blue,46842.0,4.0,28655.0
Nissan,Red,,4.0,13127.0
Honda,Black,222786.0,4.0,
Honda,White,130494.0,4.0,5513.0
Toyota,White,,4.0,20521.0
BMW,White,96224.0,,45720.0
Honda,Blue,176566.0,4.0,13257.0
Toyota,Blue,171373.0,4.0,9529.0
Toyota,Green,241507.0,,7724.0
Honda,Red,86427.0,4.0,30854.0
Toyota,White,210863.0,4.0,12112.0
Toyota,White,216647.0,4.0,10207.0
BMW,Blue,35837.0,3.0,33198.0
Honda,Blue,166595.0,,5138.0
Honda,Blue,68223.0,4.0,27530.0
Honda,Blue,223005.0,4.0,14431.0
Honda,Black,61120.0,4.0,30374.0
Honda,Blue,83357.0,4.0,22263.0
Nissan,White,20315.0,4.0,8137.0
Toyota,Blue,152042.0,4.0,20590.0
Honda,Black,213154.0,4.0,8192.0
Nissan,White,24741.0,4.0,20840.0
Toyota,Blue,247601.0,4.0,11162.0
Honda,Blue,40912.0,4.0,26885.0
Nissan,Black,218697.0,4.0,5157.0
Toyota,White,26655.0,4.0,11749.0
Honda,White,42137.0,4.0,
Toyota,Black,71463.0,4.0,31206.0
Toyota,Blue,149270.0,,21953.0
Honda,Blue,66613.0,4.0,20450.0
Toyota,White,48674.0,4.0,
Honda,White,123898.0,4.0,20622.0
Toyota,Black,136271.0,4.0,20242.0
Honda,Black,119033.0,4.0,16774.0
Honda,Blue,50475.0,4.0,8164.0
Honda,,42379.0,4.0,25382.0
Honda,Black,147889.0,4.0,8916.0
Nissan,Green,76610.0,3.0,16320.0
Nissan,Blue,249860.0,4.0,14524.0
Honda,Red,113538.0,4.0,
Honda,White,152212.0,4.0,10580.0
BMW,White,26531.0,5.0,19408.0
Toyota,White,137628.0,4.0,18142.0
Toyota,Blue,33461.0,4.0,
Honda,White,178134.0,4.0,8870.0
Toyota,White,74919.0,4.0,7183.0
Honda,Green,165101.0,4.0,10377.0
Nissan,White,235952.0,4.0,13272.0
Nissan,Black,77474.0,4.0,22924.0
Honda,White,121416.0,,17690.0
Honda,Blue,196507.0,4.0,17065.0
Toyota,Blue,95993.0,4.0,28073.0
Nissan,Green,87701.0,4.0,29656.0
BMW,White,192673.0,5.0,23377.0
Nissan,White,205155.0,3.0,10287.0
BMW,White,242935.0,3.0,14767.0
Honda,Red,101835.0,4.0,16110.0
Toyota,Black,26798.0,4.0,28276.0
Toyota,Red,88571.0,4.0,21431.0
Toyota,Red,49807.0,4.0,25775.0
Nissan,White,71103.0,4.0,6884.0
Honda,White,237209.0,4.0,10494.0
Toyota,Green,37703.0,4.0,
Toyota,White,26191.0,4.0,15372.0
Toyota,Blue,213344.0,4.0,
Honda,Blue,28561.0,4.0,14204.0
Toyota,Blue,,4.0,10024.0
Honda,Blue,120448.0,4.0,12392.0
Nissan,White,19265.0,4.0,21451.0
Honda,White,40134.0,4.0,16273.0
Toyota,Black,86696.0,4.0,30320.0
Toyota,Blue,23637.0,4.0,
Nissan,Red,166895.0,4.0,10061.0
,White,19482.0,3.0,31208.0
,Blue,40774.0,5.0,26834.0
Toyota,White,202435.0,4.0,16867.0
Toyota,White,72725.0,4.0,25735.0
Toyota,Blue,63501.0,4.0,15260.0
Toyota,Black,228063.0,4.0,16308.0
Nissan,Red,143204.0,3.0,16719.0
Toyota,Green,213077.0,4.0,
BMW,Blue,209466.0,5.0,
BMW,,33320.0,3.0,27888.0
Honda,White,236432.0,4.0,
Honda,,41846.0,4.0,10241.0
BMW,Red,38775.0,5.0,
Toyota,Blue,226217.0,4.0,15413.0
Honda,White,211154.0,4.0,9402.0
Toyota,White,248416.0,4.0,14717.0
Nissan,Red,,4.0,15154.0
Nissan,Green,233054.0,4.0,8930.0
,White,138294.0,4.0,11626.0
Toyota,Blue,84787.0,4.0,28414.0
Toyota,White,176172.0,4.0,18923.0
Nissan,Black,170777.0,4.0,9649.0
BMW,White,235774.0,,29401.0
